Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
98,"R Yang, CWY Wong, X Miao","Analysis of the trend in the knowledge of environmental responsibility research",2021,"Journal of Cleaner Production","Elsevier","https://www.sciencedirect.com/science/article/pii/S0959652620334478","https://scholar.google.com/scholar?cites=18204574884380141659&as_sdt=2005&sciodt=2007&hl=en",182,"2026-07-07 10:25:49","","","",,,,,,98,19.60,33,3,5,"… By using co-word analysis, cluster analysis and social network analysis, this paper obtains … At last, we build a knowledge graph model of ER research by integrating knowledge base, …","","https://scholar.google.com/scholar?q=related:W-h5xmeko_wJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
2,"Y Hou, L Yuan","Building a Knowledge Graph of Chinese Kung Fu Masters From Heterogeneous Bilingual Data",2023,"Journal of Open Humanities Data","reference-global.com","https://reference-global.com/download/article/10.5334/johd.136.pdf","https://scholar.google.com/scholar?cites=17256208175507817089&as_sdt=2005&sciodt=2007&hl=en",183,"2026-07-07 10:25:49","PDF","10.5334/johd.136","",,,,,,2,0.67,1,2,3,"… At the same time, LOD has fostered new prosopography and social network analysis methods. Such formal network approaches are important for examining the relationships between …","https://reference-global.com/download/article/10.5334/johd.136.pdf","https://scholar.google.com/scholar?q=related:gcJVh-hdeu8J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
17,"BX Yang, L Xia, L Liu, W Nie, Q Liu, XY Li…","A suicide monitoring and crisis intervention strategy based on knowledge graph technology for “tree hole” microblog users in China",2021,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2021.674481/full","https://scholar.google.com/scholar?cites=5270175135506791311&as_sdt=2005&sciodt=2007&hl=en",184,"2026-07-07 10:25:49","HTML","10.3389/fpsyg.2021.674481","",,,,,,17,3.40,2,7,5,"… The purpose of this study was to report on the “Tree Hole Action,” which uses knowledge graph technology to identify and classify the suicide risk of users in the “Zou Fan Tree Hole” site …","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2021.674481/full","https://scholar.google.com/scholar?q=related:j3v691xsI0kJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
8,"A Patel","Optimizing knowledge graph embeddings for enhanced question answering performance",2024,"2024 International Conference on Intelligent …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10776440/","https://scholar.google.com/scholar?cites=1816667832781867009&as_sdt=2005&sciodt=2007&hl=en",185,"2026-07-07 10:25:49","","","",,,,,,8,4.00,8,1,2,"… This capability is crucial for tasks such as recommendation systems, where I might want to find products similar to a given product, or in social network analysis, where I might want to …","","https://scholar.google.com/scholar?q=related:AYjXz8QZNhkJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
3,"R Yan, Y Wang, R Su, E Jia…","Evaluation on model-driven knowledge graph and platform for grid operation and maintenance",2024,"Intelligent Decision …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.3233/IDT-230245","https://scholar.google.com/scholar?cites=11357770894508282148&as_sdt=2005&sciodt=2007&hl=en",186,"2026-07-07 10:25:49","","10.3233/IDT-230245","",,,,,,3,1.50,1,5,2,"… This paper analyzed the technical basis of the knowledge graph (KG) of power grid operation and maintenance (O&M), and clarified the key role of model driving in the current large-…","","https://scholar.google.com/scholar?q=related:JNFv13Ponp0J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
5,"S Mohammed, F Getahun, R Chbeir","Events management in social media: a systematic literature review",2023,"Social Network Analysis and Mining","Springer","https://link.springer.com/article/10.1007/s13278-023-01079-8","https://scholar.google.com/scholar?cites=13160950145267718938&as_sdt=2005&sciodt=2007&hl=en",187,"2026-07-07 10:25:49","HTML","10.1007/s13278-023-01079-8","",,,,,,5,1.67,2,3,3,"… as a knowledge graph through RQ4, RQ4A &RQ4B in the selected studies. These questions were used to provide a comprehensive summary of event-centric knowledge graph. …","https://link.springer.com/article/10.1007/s13278-023-01079-8","https://scholar.google.com/scholar?q=related:GttOa20WpbYJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
5,"S Hou, D Wei","Research on knowledge graph-based recommender systems",2023,"2023 3rd International symposium on computer …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10213083/","https://scholar.google.com/scholar?cites=170777958735866278&as_sdt=2005&sciodt=2007&hl=en",188,"2026-07-07 10:25:49","","","",,,,,,5,1.67,3,2,3,"… For instance, a user is a distinct node in social network analysis, while the links between users interconnect diverse individuals. Graphs are an uncomplicated yet effective approach to …","","https://scholar.google.com/scholar?q=related:punqDaa5XgIJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
15,"R Wang, J Deng, X Guan, Y He","A framework of genealogy knowledge reasoning and visualization based on a knowledge graph",2024,"Library Hi Tech","emerald.com","https://www.emerald.com/lht/article/42/6/1977/1226021","https://scholar.google.com/scholar?cites=4246016138557404676&as_sdt=2005&sciodt=2007&hl=en",189,"2026-07-07 10:25:49","","","",,,,,,15,7.50,4,4,2,"… inference and visualization application based on the knowledge graph; finally, we illustrate the … and the visualization of the resulting knowledge graph. Our contributions are mainly in: …","","https://scholar.google.com/scholar?q=related:BDZKgS7h7DoJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
1,"F Carrillo-Brenes, LM Vilches-Blázquez","A Louvain-Based Approach to Discover Communities and Spatial Relations in a Homicide Knowledge Graph",2023,"International Conference on …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-61440-8_3","https://scholar.google.com/scholar?cites=7190779974979733764&as_sdt=2005&sciodt=2007&hl=en",190,"2026-07-07 10:25:49","","10.1007/978-3-031-61440-8_3","",,,,,,1,0.33,1,2,3,"… knowledge graph featuring varied homicides in Mexico City for community discovery. Furthermore, we utilized the knowledge graph’s … within the homicide knowledge graph. Using the …","","https://scholar.google.com/scholar?q=related:BMmo8knIymMJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
5,"J Zheng, X Wu, L Tan, P Xu, H Xu, Z Guo…","Intelligent financial risk warning for enterprises through knowledge graph-based deep learning",2024,"Journal of Circuits …","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/S0218126624502621","https://scholar.google.com/scholar?cites=14795715298130666321&as_sdt=2005&sciodt=2007&hl=en",191,"2026-07-07 10:25:49","","10.1142/S0218126624502621","",,,,,,5,2.50,1,7,2,"… example, companies in the same industry or supply chain can be viewed as a group, and the relationships between these groups can be established through social network analysis …","","https://scholar.google.com/scholar?q=related:USPkLqzwVM0J:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
1,"A Albone","Optimizing Enterprise Risk Management for Decision Making Using Knowledge Graph",2025,"… , MAthematics and Computer Science Journal (EMACS …","","","https://scholar.google.com/scholar?cites=443668124421490972&as_sdt=2005&sciodt=2007&hl=en",192,"2026-07-07 10:25:49","CITATION","","",,,,,,1,1.00,1,1,1,"","","https://scholar.google.com/scholar?q=related:HIlO-s45KAYJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
3,"M Zhang, K Kim","Exploring the Trend of Ski Using Social Network Analysis: International Journal Analysis",2021,"Asia Pacific Journal of Applied Sport Sciences","researchgate.net","https://www.researchgate.net/profile/Kyungsik-Kim-6/publication/358168745_Exploring_the_Trend_of_Ski_Using_Social_Network_Analysis_International_Journal_Analysis/links/63707fb82f4bca7fd0570e67/Exploring-the-Trend-of-Ski-Using-Social-Network-Analysis-International-Journal-Analysis.pdf","https://scholar.google.com/scholar?cites=7212889723518561509&as_sdt=2005&sciodt=2007&hl=en",193,"2026-07-07 10:25:49","PDF","","",,,,,,3,0.60,2,2,5,"… are the literature data method and the knowledge graph visualization method. The literature … The knowledge graph visualization method has been a popular research trend method in …","https://www.researchgate.net/profile/Kyungsik-Kim-6/publication/358168745_Exploring_the_Trend_of_Ski_Using_Social_Network_Analysis_International_Journal_Analysis/links/63707fb82f4bca7fd0570e67/Exploring-the-Trend-of-Ski-Using-Social-Network-Analysis-International-Journal-Analysis.pdf","https://scholar.google.com/scholar?q=related:5axj7vxUGWQJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"Z Yin","The Temporal Knowledge Graph Reasoning Model Based on Graph Attention Network",2024,"2024 5th International Conference on Big Data …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/11116936/","",194,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,1,2,"… of temporal knowledge graph (TKG) reasoning is to infer future knowledge states from historical information, which is widely utilized in fields like social network analysis and financial …","","https://scholar.google.com/scholar?q=related:eqDmjrkdVxkJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
7,"KD Gupta, S Siddique, R George, M Kamal, RH Rifat…","Physics guided neural networks with knowledge graph",2024,"Digital","mdpi.com","https://www.mdpi.com/2673-6470/4/4/42","https://scholar.google.com/scholar?cites=4276248527174806385&as_sdt=2005&sciodt=2007&hl=en",195,"2026-07-07 10:25:49","HTML","","",,,,,,7,3.50,1,6,2,"… The KG image Figure 6 was added to help graphically illustrate how a knowledge graph based on the abstracts we reviewed utilizing BERT embeddings may be constructed and …","https://www.mdpi.com/2673-6470/4/4/42","https://scholar.google.com/scholar?q=related:cauKAWFJWDsJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"X Lai, G Huang, Y Chen, D Wang, M Lai…","A knowledge graph enabled recommendation system for implicitly associated items: application to vertical e-commerce of parts",2025,"Journal of Systems and …","Elsevier","https://www.sciencedirect.com/science/article/pii/S016412122500367X","",196,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,6,1,"… Targeted at these features, we propose a knowledge-graph(KG)-based recommender for our studied Lego parts company. First, a KG is developed to mine the various implicit …","","https://scholar.google.com/scholar?q=related:an7zrZqezjoJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
3,"B Chen, X Chen, H Chen","Construction of inclusive leadership knowledge graph based on Citespace and WOS core database",2022,"2022 International Conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9763628/","https://scholar.google.com/scholar?cites=12170102359488865457&as_sdt=2005&sciodt=2007&hl=en",197,"2026-07-07 10:25:49","","","",,,,,,3,0.75,1,3,4,"… In social network analysis, centrality represents the influence in the co-occurrence network. Generally, the greater the centrality, the stronger the influence. Based on the analysis in …","","https://scholar.google.com/scholar?q=related:sSR6sZ3j5KgJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
11,"L Ma, Y Wang, Y Wang, N Li, SF Fung, L Zhang…","The hotspots of sports science and the effects of knowledge network on scientific performance based on bibliometrics and social network analysis",2021,"…","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1155/2021/9981202","https://scholar.google.com/scholar?cites=17637681446727042132&as_sdt=2005&sciodt=2007&hl=en",198,"2026-07-07 10:25:49","","10.1155/2021/9981202","",,,,,,11,2.20,2,7,5,"… researchers, it is difficult for researchers to explore the research hotspots in their subject areas and the mechanisms underlying the impact of knowledge themes, and knowledge graph …","https://onlinelibrary.wiley.com/doi/pdf/10.1155/2021/9981202","https://scholar.google.com/scholar?q=related:VMSpzdOhxfQJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
9,"Q Yang, M He, Z Li, T He, S Jeon","A semantic enhanced knowledge graph embedding model with AIGC designed for healthcare prediction",2024,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10525201/","https://scholar.google.com/scholar?cites=14530120592341623147&as_sdt=2005&sciodt=2007&hl=en",199,"2026-07-07 10:25:49","","","",,,,,,9,4.50,2,5,2,"… knowledge graph embedding (KGE) model, which can be used for link prediction on medical knowledge graph to … process, social network analysis and embedded system application. …","","https://scholar.google.com/scholar?q=related:a2Ec4rFbpckJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
0,"T Lopes, V Ströele, R Braga","An Architectural Framework for Expert Identification Based on Social Network Analysis",2023,"Concurso de Teses e Dissertações …","sol.sbc.org.br","https://sol.sbc.org.br/index.php/ctd/article/view/24850","",200,"2026-07-07 10:25:49","","","",,,,,,0,0.00,0,3,3,"… We use the model to create a knowledge graph by inferring implicit connections between objects. Finally, we focus on finding individuals with advanced knowledge or skills in the …","https://sol.sbc.org.br/index.php/ctd/article/download/24850/24671","https://scholar.google.com/scholar?q=related:hLa6ljtJ1JMJ:scholar.google.com/&scioq=%22social+network+analysis%22+%22knowledge+graph%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2026"
